price,rooms,area,market,building_type,building_material,year_built,heating,kitchen_type,property_condition,form_of_ownership,district_result,distance_from_center,floor_of_flat,balconies,parking,basement_storage_unit,lift,smart home,air conditioning,rooms_to_area_ratio
859995,4,59.31,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,3,Yes,Yes,No_data,No_data,No_data,No_data,0.06744225257123587
781000,2,43.3,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,10.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.046189376443418015
903210,4,82.11,Primary,Apartment building,Brick,2027.0,Other/ no data,Other/ no data,5.0,3.7804203539823007,Podgórze,3.6,0,No_data,No_data,Yes,No_data,No_data,No_data,0.04871513822920472
2045000,4,88.0,Secondary,Apartment building,No data,1890.0,Gas heating,Separate kitchen,7.0,4.0,Stare Miasto,0.4,1,Yes,Yes,No_data,No_data,No_data,No_data,0.045454545454545456
849000,3,93.0,Secondary,Detached house,No data,2002.136017628205,Own/ local central heating,Separate kitchen,1.0,4.0,Bieżanów-Prokocim,7.5,0,Yes,No_data,Yes,No_data,No_data,No_data,0.03225806451612903
510000,1,33.4,Secondary,Apartment building,No data,2002.136017628205,Gas heating,Other/ no data,8.0,3.7804203539823007,Swoszowice,5.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.029940119760479042
1645770,4,96.81,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,5,Yes,Yes,Yes,Yes,No_data,No_data,0.04131804565644045
763600,2,46.0,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,3,Yes,Yes,No_data,Yes,No_data,No_data,0.043478260869565216
552000,2,37.49,Secondary,Apartment building,Large slab,1980.0,Central city heating,Separate kitchen,3.0,4.0,Bieńczyce,5.9,3,No_data,No_data,Yes,No_data,No_data,No_data,0.05334755934915977
1350000,3,67.0,Secondary,Multi-family building,Brick,2002.136017628205,Other/ no data,Other/ no data,8.0,4.0,Zwierzyniec,5.4,1,No_data,No_data,No_data,No_data,No_data,Yes,0.04477611940298507
520000,2,37.5,Secondary,Apartment building,Brick,2001.0,Central city heating,Kitchenette,1.0,3.7804203539823007,Podgórze,3.6,0,No_data,No_data,Yes,Yes,No_data,No_data,0.05333333333333334
978180,3,46.58,Primary,Tenement,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Stare Miasto,0.4,6,No_data,No_data,No_data,Yes,No_data,Yes,0.064405324173465
673206,2,38.69,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,5,Yes,Yes,No_data,Yes,No_data,No_data,0.051692943913155855
842547,3,51.69,Primary,Other/ No data,No data,2024.0,Central city heating,Kitchenette,1.0,4.0,Nowa Huta,12.9,4,Yes,No_data,Yes,Yes,No_data,No_data,0.058038305281485784
1019000,2,46.0,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,4,Yes,Yes,No_data,Yes,Yes,Yes,0.043478260869565216
619731,1,32.79,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.030497102775236352
1200000,2,48.18,Secondary,Tenement,Brick,1801.0,Gas heating,Separate kitchen,8.0,4.0,Stare Miasto,0.4,2,No_data,No_data,Yes,No_data,No_data,No_data,0.04151100041511
489000,2,32.0,Secondary,Apartment building,No data,1978.0,Central city heating,Separate kitchen,2.0,2.0,Prądnik Biały,3.6,4,No_data,No_data,Yes,No_data,No_data,No_data,0.0625
1270711,4,75.19,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.053198563638781754
959000,1,43.78,Primary,Tenement,No data,2002.136017628205,Central city heating,Kitchenette,5.0,4.0,Stare Miasto,0.4,2,Yes,No_data,Yes,No_data,No_data,No_data,0.02284148012791229
777000,3,55.0,Primary,Other/ No data,No data,2025.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,0,Yes,No_data,No_data,No_data,No_data,No_data,0.05454545454545454
512000,1,27.65,Secondary,Tenement,Brick,2024.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.03616636528028933
799000,3,49.84,Secondary,Apartment building,Brick,2019.0,Central city heating,Kitchenette,9.0,4.0,Podgórze,3.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.06019261637239165
529000,1,25.17,Secondary,Tenement,Brick,1930.0,Gas heating,Kitchenette,10.0,4.0,Stare Miasto,0.4,0,No_data,No_data,No_data,No_data,No_data,No_data,0.03972983710766786
768204,1,41.12,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.024319066147859923
465000,1,27.54,Primary,Other/ No data,No data,2025.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,9,Yes,No_data,No_data,Yes,No_data,No_data,0.03631082062454612
529000,2,37.0,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Bieżanów-Prokocim,7.5,9,No,Yes,Yes,Yes,No_data,No_data,0.05405405405405406
728000,3,57.0,Secondary,Apartment building,Large slab,1975.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,4,Yes,No_data,Yes,No_data,No_data,No_data,0.05263157894736842
1032394,2,61.82,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,3,Yes,Yes,Yes,Yes,No_data,No_data,0.03235198964736331
1049000,3,82.0,Secondary,Apartment building,"Mixed construction, other",2000.0,Central city heating,Kitchenette,7.0,2.0,Dębniki,4.5,3,Yes,Yes,Yes,No_data,No_data,No_data,0.036585365853658534
601290,2,35.37,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,No_data,No_data,Yes,Yes,No_data,0.05654509471303365
844132,3,61.28,Primary,Apartment building,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,Yes,No_data,No_data,0.0489556135770235
599886,1,31.74,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,2,Yes,Yes,Yes,No_data,No_data,No_data,0.031505986137366104
530000,1,33.3,Secondary,Apartment building,Large slab,1981.0,Central city heating,Bright kitchen,8.0,4.0,Podgórze Duchackie,4.0,8,Yes,No_data,Yes,Yes,No_data,No_data,0.030030030030030033
649000,2,46.0,Secondary,Apartment building,Large slab,2002.136017628205,Central city heating,Separate kitchen,1.0,4.0,Grzegórzki,1.15,4,Yes,No_data,Yes,No_data,No_data,No_data,0.043478260869565216
1165640,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04143646408839779
1399000,4,92.0,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,No_data,Yes,No_data,No_data,No_data,0.043478260869565216
1143000,3,55.13,Secondary,Apartment building,Brick,2023.0,Own/ local central heating,Kitchenette,5.0,4.0,Zwierzyniec,5.4,0,Yes,Yes,No_data,Yes,No_data,Yes,0.05441683294032287
599000,1,33.0,Secondary,Apartment building,"Mixed construction, other",1951.0,Central city heating,Kitchenette,2.0,4.0,Grzegórzki,1.15,3,No_data,No_data,Yes,No_data,No_data,No_data,0.030303030303030304
833000,2,52.72,Secondary,Apartment building,Brick,1980.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Dębniki,4.5,3,Yes,No_data,Yes,No_data,No_data,No_data,0.03793626707132018
1036391,3,57.07,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.05256702295426669
756529,2,37.8,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.052910052910052914
799999,3,63.3,Secondary,Apartment building,"Mixed construction, other",1993.0,Central city heating,Separate kitchen,3.0,3.7804203539823007,Grzegórzki,1.15,5,Yes,Yes,Yes,No_data,No_data,No_data,0.047393364928909956
484000,2,36.16,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Kitchenette,8.0,3.7804203539823007,Bieńczyce,5.9,8,No_data,No_data,Yes,Yes,No_data,No_data,0.05530973451327434
669000,3,57.17,Secondary,Apartment building,Brick,1965.0,Central city heating,Kitchenette,9.0,4.0,Wzgórza Krzesławickie,10.8,2,No_data,Yes,No_data,No_data,No_data,No_data,0.05247507433968865
749000,3,52.6,Secondary,Apartment building,Brick,1975.0,Central city heating,Separate kitchen,2.0,4.0,Podgórze,3.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.057034220532319393
553000,2,38.7,Secondary,Apartment building,Large slab,1977.0,Central city heating,Kitchenette,8.0,4.0,Prądnik Biały,3.6,11,No_data,Yes,No_data,Yes,No_data,No_data,0.05167958656330749
764184,3,56.19,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,3,Yes,Yes,Yes,No_data,No_data,No_data,0.053390282968499736
455000,1,18.0,Secondary,Other/ No data,Brick,1920.0,Electric heating,Kitchenette,7.0,4.0,Stare Miasto,0.4,5,No,No_data,No_data,No_data,No_data,No_data,0.05555555555555555
920000,2,55.56,Secondary,Apartment building,Brick,1958.0,Central city heating,Separate kitchen,4.0,4.0,Krowodrza,1.6,4,Yes,No_data,Yes,No_data,No_data,Yes,0.03599712023038157
1109624,4,81.59,Primary,Apartment building,No data,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze Duchackie,4.0,1,Yes,Yes,Yes,Yes,No_data,No_data,0.049025615884299545
2138089,5,151.37,Primary,New construction,"Mixed construction, other",2024.0,Heat pump,Other/ no data,5.0,4.0,Zwierzyniec,5.4,0,Yes,No_data,No_data,No_data,No_data,No_data,0.03303164431525401
599000,3,47.11,Secondary,Apartment building,Large slab,1966.0,Central city heating,Bright kitchen,1.0,2.0,Nowa Huta,12.9,4,No_data,No_data,Yes,No_data,No_data,No_data,0.06368074718743366
545000,2,36.5,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Bright kitchen,5.0,3.7804203539823007,Czyżyny,5.2,2,Yes,Yes,No_data,Yes,No_data,No_data,0.0547945205479452
899000,1,52.0,Secondary,Tenement,"Mixed construction, other",1920.0,Own/ local central heating,Bright kitchen,7.0,4.0,Stare Miasto,0.4,2,Yes,No_data,Yes,No_data,No_data,No_data,0.019230769230769232
1700000,4,105.0,Secondary,Tenement,Brick,2002.136017628205,Gas heating,Kitchenette,8.0,4.0,Stare Miasto,0.4,2,Yes,No_data,No_data,Yes,No_data,No_data,0.0380952380952381
977687,3,49.14,Primary,Apartment building,No data,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,0,Yes,Yes,Yes,Yes,No_data,No_data,0.06105006105006105
1400000,4,118.17,Secondary,Multi-family building,Brick,2002.136017628205,Gas heating,Separate kitchen,3.0,4.0,Podgórze,3.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.03384953880003385
715000,3,56.2,Secondary,Apartment building,No data,1996.0,Central city heating,Kitchenette,9.0,4.0,Podgórze,3.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.05338078291814946
1334010,3,83.9,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.03575685339690107
696680,2,43.6,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,1,Yes,Yes,No_data,No_data,No_data,No_data,0.04587155963302752
411000,1,20.53,Secondary,Tenement,Brick,1896.0,Own/ local central heating,Kitchenette,8.0,4.0,Stare Miasto,0.4,0,Yes,No_data,No_data,Yes,No_data,No_data,0.04870920603994155
785000,2,47.63,Secondary,Apartment building,Brick,2014.0,Own/ local central heating,Kitchenette,8.0,4.0,Dębniki,4.5,2,Yes,No_data,No_data,No_data,No_data,No_data,0.0419903422212891
646247,3,57.19,Primary,Apartment building,No data,2027.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.05245672320335723
870000,4,74.37,Secondary,Multi-family building,"Concrete, reinforced concrete",2025.0,Gas heating,Kitchenette,5.0,4.0,Podgórze,3.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.05378512841199408
795000,2,41.32,Secondary,Apartment building,No data,2002.136017628205,Central city heating,Kitchenette,9.0,4.0,Krowodrza,1.6,0,Yes,Yes,No_data,Yes,No_data,No_data,0.0484027105517909
1422018,4,80.34,Primary,Apartment building,No data,2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,No_data,Yes,No_data,No_data,0.04978839930296241
1000000,2,34.0,Secondary,Tenement,No data,1895.0,Gas heating,Kitchenette,7.0,4.0,Stare Miasto,0.4,0,Yes,No_data,Yes,No_data,No_data,No_data,0.058823529411764705
965000,4,65.0,Secondary,Apartment building,No data,2002.136017628205,Central city heating,Kitchenette,5.859567901234568,4.0,Mistrzejowice,5.6,0,Yes,No_data,Yes,No_data,No_data,No_data,0.06153846153846154
789000,6,128.0,Secondary,Apartment building,No data,2023.0,Gas heating,Bright kitchen,5.0,4.0,Podgórze,3.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.046875
965776,3,86.23,Primary,Other/ No data,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,3,No_data,Yes,Yes,Yes,No_data,No_data,0.03479067609880552
675000,2,46.81,Primary,Other/ No data,No data,2020.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,5,Yes,Yes,No_data,Yes,No_data,No_data,0.04272591326639607
870000,2,58.0,Secondary,Apartment building,Brick,2006.0,Gas heating,Kitchenette,5.859567901234568,4.0,Bronowice,5.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.034482758620689655
884125,3,64.3,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,0,No_data,Yes,Yes,Yes,No_data,No_data,0.04665629860031104
935000,3,56.2,Primary,Apartment building,Brick,2026.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.05338078291814946
934674,3,67.73,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,2,Yes,No_data,Yes,Yes,No_data,No_data,0.04429351838181013
873450,3,64.7,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,No_data,No_data,No_data,No_data,0.0463678516228748
510345,2,30.93,Primary,Other/ No data,No data,2025.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,-1,Yes,No_data,No_data,No_data,No_data,No_data,0.06466214031684449
899000,4,65.82,Secondary,New construction,"Mixed construction, other",2010.0,Heat pump,Kitchenette,7.0,4.0,Prądnik Biały,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.06077180188392586
520000,2,48.0,Secondary,Apartment building,Brick,1960.0,Central city heating,Bright kitchen,1.0,4.0,Nowa Huta,12.9,3,No_data,No_data,Yes,No_data,No_data,No_data,0.041666666666666664
999270,3,74.02,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.0405295865982167
1158400,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04143646408839779
659772,2,44.28,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,3,No_data,Yes,Yes,No_data,No_data,No_data,0.045167118337850046
1019000,3,67.0,Secondary,Apartment building,"Mixed construction, other",2006.0,Central city heating,Kitchenette,10.0,4.0,Bronowice,5.5,2,Yes,No_data,Yes,Yes,No_data,Yes,0.04477611940298507
1065000,3,71.0,Secondary,Apartment building,No data,1994.0,Other/ no data,Kitchenette,3.0,3.7804203539823007,Stare Miasto,0.4,3,Yes,No_data,Yes,Yes,No_data,No_data,0.04225352112676056
771150,3,51.41,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,3,Yes,No_data,No_data,No_data,No_data,No_data,0.0583544057576347
835000,3,52.61,Secondary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,No_data,No_data,No_data,No_data,0.057023379585630106
580000,2,51.5,Secondary,Apartment building,Brick,1952.0,Central city heating,Separate kitchen,1.0,3.7804203539823007,Nowa Huta,12.9,3,Yes,Yes,No_data,No_data,No_data,No_data,0.038834951456310676
579000,1,38.2,Secondary,Apartment building,Brick,2008.0,Gas heating,Kitchenette,3.0,4.0,Dębniki,4.5,1,Yes,No_data,No_data,No_data,No_data,No_data,0.026178010471204185
2151240,3,102.44,Secondary,Apartment building,Brick,2017.0,Central city heating,Kitchenette,10.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.029285435376805936
910000,3,65.0,Secondary,Apartment building,Large slab,1994.0,Central city heating,Separate kitchen,2.0,3.7804203539823007,Krowodrza,1.6,0,Yes,No_data,Yes,No_data,No_data,No_data,0.046153846153846156
1152734,4,76.34,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,5,Yes,Yes,No_data,No_data,No_data,No_data,0.05239717055279015
566000,2,43.57,Secondary,Apartment building,Large slab,1968.0,Central city heating,Bright kitchen,1.0,4.0,Bieńczyce,5.9,3,Yes,No_data,Yes,No_data,No_data,No_data,0.04590314436538903
530000,2,40.9,Secondary,Apartment building,No data,1980.0,Central city heating,Kitchenette,3.0,4.0,Prądnik Biały,3.6,4,Yes,No_data,Yes,No_data,No_data,No_data,0.0488997555012225
478530,3,53.17,Secondary,Apartment building,Large slab,1990.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,1,Yes,No_data,No_data,Yes,No_data,No_data,0.05642279480910287
685580,2,48.97,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04084133142740454
455000,2,45.83,Primary,Tenement,Brick,2002.136017628205,Other/ no data,Kitchenette,5.0,1.0,Podgórze,3.6,3,Yes,No_data,No_data,No_data,No_data,No_data,0.04363953742090334
910241,3,61.09,Primary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.04910787362907186
920000,3,56.3,Secondary,Apartment building,"Concrete, reinforced concrete",2018.0,Central heating,Kitchenette,9.0,4.0,Prądnik Biały,3.6,2,Yes,No_data,No_data,Yes,No_data,No_data,0.05328596802841919
535000,2,37.0,Secondary,Apartment building,Large slab,1970.0,Central city heating,Dark/ semi-open kitchen,7.0,2.0,Nowa Huta,12.9,5,No_data,No_data,Yes,Yes,No_data,No_data,0.05405405405405406
725169,2,40.97,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.0488162069807176
1477000,4,74.03,Secondary,Tenement,"Mixed construction, other",2002.136017628205,Central city heating,Kitchenette,1.0,4.0,Stare Miasto,0.4,4,No_data,No_data,Yes,No_data,No_data,No_data,0.054032149128731596
595000,2,40.0,Secondary,Apartment building,Large slab,1960.0,Other/ no data,Separate kitchen,8.0,4.0,Nowa Huta,12.9,3,Yes,No_data,Yes,Yes,No_data,Yes,0.05
900000,2,55.05,Secondary,Apartment building,"Mixed construction, other",1960.0,Central city heating,Bright kitchen,2.0,4.0,Bronowice,5.5,1,Yes,No_data,Yes,No_data,No_data,No_data,0.03633060853769301
662000,2,42.99,Primary,Tenement,Brick,2002.136017628205,Other/ no data,Kitchenette,5.0,4.0,Podgórze,3.6,2,No_data,No_data,No_data,No_data,No_data,No_data,0.04652244708071644
512720,1,19.72,Secondary,Tenement,Brick,1910.0,Central city heating,Kitchenette,8.0,4.0,Stare Miasto,0.4,2,No_data,No_data,Yes,No_data,No_data,No_data,0.05070993914807303
480000,2,40.7,Secondary,Apartment building,Large slab,1978.0,Central city heating,Separate kitchen,1.0,4.0,Bieżanów-Prokocim,7.5,10,Yes,Yes,Yes,Yes,No_data,No_data,0.04914004914004914
987525,3,59.85,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.05012531328320802
1250000,3,92.0,Secondary,Detached house,"Mixed construction, other",2002.136017628205,Gas heating,Other/ no data,7.0,4.0,Podgórze Duchackie,4.0,1,Yes,No_data,No_data,No_data,No_data,Yes,0.03260869565217391
1051491,4,65.31,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,Yes,No_data,Yes,Yes,No_data,0.061246363497167354
599000,2,48.0,Secondary,Apartment building,Large slab,1967.0,Central city heating,Separate kitchen,1.0,4.0,Stare Miasto,0.4,3,Yes,No_data,Yes,Yes,No_data,No_data,0.041666666666666664
