price,rooms,area,market,building_type,building_material,year_built,heating,kitchen_type,property_condition,form_of_ownership,district_result,distance_from_center,floor_of_flat,balconies,parking,basement_storage_unit,lift,smart home,air conditioning,rooms_to_area_ratio
780000,2,45.9,Secondary,Other/ No data,No data,2017.0,Central city heating,Separate kitchen,7.0,4.0,Czyżyny,5.2,3,Yes,No_data,No_data,Yes,No_data,No_data,0.04357298474945534
753227,2,37.05,Primary,Apartment building,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.05398110661268556
970554,3,70.33,Secondary,Apartment building,"Mixed construction, other",2023.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,0,Yes,Yes,No_data,No_data,No_data,No_data,0.042656050049765394
508225,2,35.05,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,2,Yes,No_data,No_data,No_data,No_data,No_data,0.05706134094151213
747498,3,65.57,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.04575263077626964
995000,5,88.79,Secondary,Apartment building,No data,1980.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Podgórze Duchackie,4.0,3,Yes,No_data,Yes,No_data,No_data,No_data,0.05631264782070053
1477000,4,78.37,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,4,No_data,No_data,Yes,No_data,No_data,No_data,0.051039938752073494
630000,2,49.0,Secondary,Apartment building,Brick,1950.0,Central city heating,Separate kitchen,1.0,3.7804203539823007,Nowa Huta,12.9,3,No_data,No_data,Yes,No_data,No_data,No_data,0.04081632653061224
459000,2,26.5,Secondary,Apartment building,Brick,2003.0,Central city heating,Kitchenette,3.0,4.0,Podgórze Duchackie,4.0,1,Yes,No_data,No_data,No_data,No_data,No_data,0.07547169811320754
875000,2,35.0,Secondary,Tenement,Brick,2002.136017628205,Gas heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,0,No_data,No_data,No_data,Yes,No_data,No_data,0.05714285714285714
1598400,3,68.14,Primary,Apartment building,"Concrete, reinforced concrete",2023.0,Central city heating,Kitchenette,8.0,4.0,Bronowice,5.5,0,Yes,Yes,No_data,No_data,No_data,No_data,0.0440270032286469
1200000,1,44.63,Secondary,Apartment building,"Mixed construction, other",2020.0,Central city heating,Kitchenette,10.0,4.0,Grzegórzki,1.15,5,Yes,No_data,No_data,Yes,No_data,Yes,0.02240645305848084
845770,2,50.95,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,2,Yes,No_data,No_data,No_data,No_data,No_data,0.03925417075564278
750000,4,64.0,Secondary,Apartment building,Brick,1971.0,Own/ local central heating,Separate kitchen,3.0,4.0,Krowodrza,1.6,4,Yes,No_data,No_data,No_data,No_data,No_data,0.0625
1240800,3,66.0,Primary,Apartment building,No data,2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,2,Yes,Yes,No_data,Yes,No_data,No_data,0.045454545454545456
886000,2,49.3,Secondary,Apartment building,Brick,2002.0,Central city heating,Separate kitchen,9.0,4.0,Krowodrza,1.6,15,No_data,Yes,No_data,No_data,No_data,No_data,0.04056795131845842
877000,3,70.0,Primary,Apartment building,No data,2025.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Bieżanów-Prokocim,7.5,3,Yes,Yes,No_data,No_data,No_data,No_data,0.04285714285714286
882000,3,63.0,Secondary,Other/ No data,No data,1975.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,No_data,Yes,Yes,No_data,No_data,0.047619047619047616
499000,2,40.27,Secondary,Apartment building,"Mixed construction, other",1966.0,Central city heating,Separate kitchen,2.0,4.0,Nowa Huta,12.9,1,Yes,Yes,Yes,No_data,No_data,No_data,0.04966476285075738
875000,2,39.67,Primary,Other/ No data,No data,2024.0,Other/ no data,Kitchenette,7.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.05041593143433325
521850,2,34.79,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,3,Yes,Yes,No_data,No_data,No_data,No_data,0.05748778384593274
827985,2,43.35,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,6,Yes,Yes,Yes,Yes,No_data,No_data,0.0461361014994233
599000,2,38.73,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Bieńczyce,5.9,6,No_data,No_data,No_data,No_data,No_data,No_data,0.051639555899819264
357000,1,24.0,Secondary,Apartment building,Large slab,1970.0,Central city heating,Dark/ semi-open kitchen,1.0,4.0,Bieńczyce,5.9,5,No_data,No_data,No_data,Yes,No_data,No_data,0.041666666666666664
785000,3,50.0,Secondary,Apartment building,Brick,1950.0,Other/ no data,Kitchenette,9.0,4.0,Nowa Huta,12.9,3,Yes,Yes,Yes,No_data,No_data,No_data,0.06
840000,3,56.37,Secondary,Apartment building,No data,2007.0,Central city heating,Kitchenette,9.0,4.0,Nowa Huta,12.9,0,Yes,Yes,Yes,No_data,No_data,No_data,0.0532197977647685
2254000,4,103.0,Secondary,Tenement,No data,1913.0,Gas heating,Kitchenette,7.0,3.7804203539823007,Stare Miasto,0.4,2,Yes,No_data,Yes,No_data,No_data,No_data,0.038834951456310676
899000,2,60.92,Secondary,Apartment building,No data,2012.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,No_data,No_data,No_data,No_data,0.032829940906106365
1299000,4,101.9,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,Yes,0.03925417075564278
423737,1,25.42,Primary,Apartment building,No data,2026.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,10,No_data,Yes,Yes,Yes,No_data,No_data,0.03933910306845004
755000,3,48.5,Secondary,Apartment building,No data,1963.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Czyżyny,5.2,0,Yes,Yes,Yes,No_data,No_data,No_data,0.061855670103092786
853000,3,58.47,Secondary,Apartment building,"Mixed construction, other",2017.0,Central city heating,Kitchenette,9.0,4.0,Czyżyny,5.2,5,Yes,Yes,No_data,Yes,No_data,No_data,0.051308363263211906
584100,2,33.0,Primary,Apartment building,No data,2023.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.06060606060606061
629000,2,34.0,Secondary,Apartment building,No data,1966.0,Central city heating,Separate kitchen,9.0,3.7804203539823007,Zwierzyniec,5.4,1,Yes,Yes,Yes,No_data,No_data,No_data,0.058823529411764705
2045000,2,87.9,Secondary,Tenement,No data,2002.136017628205,Gas heating,Other/ no data,9.0,4.0,Stare Miasto,0.4,1,Yes,No_data,No_data,Yes,No_data,No_data,0.022753128555176336
447000,1,23.4,Secondary,Other/ No data,Brick,1938.0,Central city heating,Separate kitchen,4.0,4.0,Podgórze,3.6,1,No,No_data,Yes,No_data,No_data,No_data,0.042735042735042736
357000,1,24.0,Secondary,Other/ No data,No data,1970.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,5,No_data,No_data,No_data,Yes,No_data,No_data,0.041666666666666664
767718,2,47.39,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.0422029964127453
619731,1,32.79,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.030497102775236352
680000,2,49.0,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Dark/ semi-open kitchen,5.859567901234568,3.7804203539823007,Swoszowice,5.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.04081632653061224
611800,1,33.25,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,No_data,No_data,No_data,0.03007518796992481
1245280,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.04143646408839779
1499000,5,122.35,Secondary,Apartment building,Brick,2023.0,Gas heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,Yes,0.040866366979975484
1128401,3,63.82,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.04700720777185835
838075,2,47.89,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,7,Yes,Yes,No_data,Yes,No_data,No_data,0.04176237210273544
660000,3,47.3,Secondary,Apartment building,Large slab,1978.0,Central city heating,Separate kitchen,7.0,4.0,Mistrzejowice,5.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.06342494714587739
651966,3,57.19,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.05245672320335723
719000,1,42.0,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Bronowice,5.5,4,No_data,No_data,No_data,No_data,No_data,No_data,0.023809523809523808
748000,2,41.7,Secondary,Apartment building,Brick,2023.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,5,Yes,Yes,No_data,Yes,No_data,No_data,0.047961630695443645
799000,2,44.93,Secondary,Apartment building,Large slab,1974.0,Central city heating,Separate kitchen,9.0,4.0,Bronowice,5.5,0,Yes,No_data,Yes,Yes,No_data,No_data,0.04451368795904741
799000,2,48.5,Secondary,Apartment building,No data,1962.0,Other/ no data,Bright kitchen,5.859567901234568,2.0,Krowodrza,1.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.041237113402061855
908504,3,52.82,Primary,Apartment building,No data,2026.0,Central city heating,Kitchenette,5.0,4.0,Stare Miasto,0.4,6,Yes,No_data,No_data,No_data,No_data,No_data,0.05679666792881484
783918,2,48.39,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.041330853482124404
781000,2,45.91,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze Duchackie,4.0,2,Yes,Yes,No_data,No_data,No_data,No_data,0.04356349379220214
857000,2,57.6,Secondary,Apartment building,"Mixed construction, other",2005.0,Own/ local central heating,Bright kitchen,8.0,3.7804203539823007,Krowodrza,1.6,3,Yes,No_data,Yes,No_data,No_data,No_data,0.034722222222222224
1950000,6,150.0,Secondary,Tenement,Brick,1929.0,Gas heating,Kitchenette,1.0,4.0,Stare Miasto,0.4,4,Yes,Yes,No_data,No_data,No_data,No_data,0.04
465000,1,30.7,Secondary,Apartment building,Large slab,1960.0,Central city heating,Kitchenette,3.0,2.0,Bieńczyce,5.9,0,No_data,Yes,Yes,No_data,No_data,No_data,0.03257328990228013
845000,2,67.0,Secondary,Tenement,Brick,2021.0,Other/ no data,Kitchenette,7.0,3.7804203539823007,Krowodrza,1.6,4,No_data,No_data,Yes,Yes,No_data,Yes,0.029850746268656716
1400000,3,89.5,Secondary,Tenement,Brick,1930.0,Gas heating,Bright kitchen,7.0,4.0,Stare Miasto,0.4,2,Yes,No_data,No_data,No_data,No_data,No_data,0.0335195530726257
849000,2,43.48,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.04599816007359706
650000,2,42.0,Secondary,Apartment building,No data,2005.0,Central city heating,Kitchenette,5.859567901234568,4.0,Dębniki,4.5,4,No_data,No_data,Yes,No_data,No_data,No_data,0.047619047619047616
1138000,4,58.75,Secondary,Apartment building,Brick,2019.0,Central city heating,Kitchenette,9.0,3.7804203539823007,Bronowice,5.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.06808510638297872
655000,2,42.0,Secondary,Other/ No data,No data,2005.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,9,Yes,No_data,No_data,Yes,No_data,No_data,0.047619047619047616
599000,3,50.96,Primary,Multi-family building,Brick,2025.0,Gas heating,Kitchenette,5.0,4.0,Nowa Huta,12.9,0,Yes,Yes,No_data,No_data,No_data,No_data,0.05886970172684458
633119,3,65.27,Secondary,Other/ No data,Brick,2002.136017628205,Other/ no data,Dark/ semi-open kitchen,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,Yes,Yes,No_data,No_data,0.04596292324191819
779000,3,64.74,Secondary,Apartment building,Large slab,1988.0,Central city heating,Separate kitchen,1.0,4.0,Dębniki,4.5,6,Yes,No_data,Yes,Yes,No_data,No_data,0.046339202965708995
1107720,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,No_data,Yes,Yes,No_data,No_data,0.04143646408839779
635000,2,33.03,Primary,Apartment building,No data,2002.136017628205,Central city heating,Other/ no data,5.859567901234568,4.0,Krowodrza,1.6,4,Yes,Yes,Yes,Yes,No_data,No_data,0.060551014229488345
1040000,3,62.3,Secondary,Apartment building,Brick,2000.0,Gas heating,Kitchenette,8.0,4.0,Bronowice,5.5,2,Yes,Yes,Yes,No_data,No_data,No_data,0.048154093097913325
669000,3,48.0,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Bieżanów-Prokocim,7.5,0,Yes,Yes,No_data,No_data,No_data,No_data,0.0625
1160000,3,68.0,Secondary,Apartment building,"Mixed construction, other",2023.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,No_data,0.04411764705882353
115000,5,228.0,Secondary,Tenement,Brick,1906.0,Gas heating,Kitchenette,10.0,4.0,Stare Miasto,0.4,4,Yes,No_data,Yes,Yes,No_data,Yes,0.021929824561403508
299000,2,56.0,Secondary,Tenement,Brick,2002.136017628205,Electric heating,Separate kitchen,1.0,4.0,Grzegórzki,1.15,2,No,No_data,Yes,No_data,No_data,No_data,0.03571428571428571
259000,2,36.62,Secondary,Tenement,Brick,2002.136017628205,Central city heating,Kitchenette,3.0,4.0,Stare Miasto,0.4,-1,No_data,No_data,Yes,Yes,No_data,No_data,0.05461496450027308
828711,3,57.77,Primary,Apartment building,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,4,Yes,Yes,Yes,Yes,No_data,No_data,0.05193006750908776
670000,2,42.13,Secondary,Apartment building,"Concrete, reinforced concrete",2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,No_data,Yes,No_data,No_data,0.04747211013529551
767930,2,37.46,Secondary,Apartment building,"Concrete, reinforced concrete",2021.0,Central city heating,Kitchenette,8.0,4.0,Krowodrza,1.6,0,Yes,Yes,Yes,Yes,No_data,Yes,0.05339028296849973
1034085,4,64.03,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,No_data,Yes,Yes,No_data,0.06247071685147587
905000,3,70.0,Primary,Apartment building,No data,2025.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Bieżanów-Prokocim,7.5,5,Yes,Yes,No_data,No_data,No_data,No_data,0.04285714285714286
729170,3,56.09,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,0,Yes,Yes,No_data,No_data,No_data,No_data,0.05348546978070957
649000,3,56.0,Secondary,Apartment building,Brick,1980.0,Central city heating,Separate kitchen,7.0,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.05357142857142857
857844,2,50.76,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,6,Yes,Yes,No_data,No_data,No_data,No_data,0.039401103230890466
832500,3,53.3,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.056285178236397754
759382,2,38.07,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.052534804307853955
1199000,4,77.0,Secondary,Tenement,No data,1878.0,Gas heating,Kitchenette,7.0,4.0,Stare Miasto,0.4,3,Yes,No_data,No_data,Yes,No_data,No_data,0.05194805194805195
1650000,3,80.0,Secondary,Apartment building,"Concrete, reinforced concrete",2011.0,Central city heating,Kitchenette,5.859567901234568,4.0,Podgórze,3.6,2,Yes,Yes,No_data,Yes,Yes,No_data,0.0375
738000,2,40.68,Primary,Other/ No data,No data,2024.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,3,Yes,Yes,No_data,Yes,No_data,No_data,0.049164208456243856
771957,2,37.49,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.05334755934915977
1050000,3,86.36,Secondary,Apartment building,Brick,1970.0,Central city heating,Separate kitchen,3.0,4.0,Nowa Huta,12.9,3,Yes,No_data,Yes,No_data,No_data,No_data,0.03473830477072719
499000,1,23.5,Secondary,Tenement,No data,2002.136017628205,Gas heating,Kitchenette,8.0,4.0,Dębniki,4.5,0,No,No_data,No_data,No_data,No_data,No_data,0.0425531914893617
850000,3,60.0,Secondary,Apartment building,Brick,1999.0,Central city heating,Bright kitchen,7.0,4.0,Krowodrza,1.6,5,Yes,No_data,No_data,No_data,No_data,No_data,0.05
659000,2,50.7,Secondary,Apartment building,No data,2003.0,Other/ no data,Separate kitchen,5.859567901234568,4.0,Dębniki,4.5,2,Yes,No_data,Yes,No_data,No_data,No_data,0.03944773175542406
1139000,3,64.55,Secondary,Apartment building,No data,2008.0,Central city heating,Separate kitchen,10.0,4.0,Podgórze,3.6,0,Yes,Yes,Yes,No_data,No_data,No_data,0.046475600309837335
285570,2,31.73,Secondary,Apartment building,Large slab,2000.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,1,No_data,No_data,No_data,Yes,No_data,No_data,0.06303183107469272
980000,3,73.0,Secondary,Tenement,"Mixed construction, other",1934.0,Gas heating,Kitchenette,3.0,4.0,Krowodrza,1.6,3,Yes,No_data,No_data,No_data,No_data,No_data,0.0410958904109589
865524,3,52.14,Primary,Other/ No data,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.05753739930955121
1195000,3,87.36,Secondary,Apartment building,Brick,2010.0,Central city heating,Kitchenette,9.0,3.7804203539823007,Podgórze Duchackie,4.0,3,Yes,Yes,No_data,No_data,No_data,No_data,0.034340659340659344
3000000,3,92.5,Secondary,Apartment building,Brick,2002.136017628205,Other/ no data,Kitchenette,9.0,3.7804203539823007,Dębniki,4.5,4,Yes,No_data,No_data,No_data,Yes,Yes,0.032432432432432434
619731,1,32.79,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,2,Yes,Yes,Yes,No_data,No_data,No_data,0.030497102775236352
860000,2,64.59,Secondary,Other/ No data,Brick,1998.0,Central city heating,Kitchenette,9.0,4.0,Dębniki,4.5,1,Yes,No_data,No_data,No_data,No_data,No_data,0.030964545595293387
419000,2,32.0,Secondary,Other/ No data,Brick,2024.0,Own/ local central heating,Kitchenette,5.859567901234568,1.0,Prądnik Czerwony,2.7,1,No_data,No_data,No_data,No_data,No_data,No_data,0.0625
1000000,2,53.4,Secondary,New construction,"Mixed construction, other",2012.0,Central city heating,Bright kitchen,7.0,3.7804203539823007,Dębniki,4.5,0,Yes,Yes,Yes,No_data,No_data,Yes,0.03745318352059925
599000,1,27.0,Secondary,Apartment building,No data,2019.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,4,No_data,No_data,No_data,Yes,No_data,No_data,0.037037037037037035
1350000,3,65.0,Secondary,Tenement,No data,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,1,Yes,No_data,Yes,No_data,No_data,No_data,0.046153846153846156
998000,3,62.62,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,Yes,0.047908016608112426
1170000,4,73.44,Secondary,Multi-family building,Brick,2024.0,Heat pump,Kitchenette,5.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,No_data,No_data,No_data,Yes,0.054466230936819175
799011,2,52.27,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,3,Yes,Yes,No_data,Yes,No_data,No_data,0.03826286588865506
972000,3,57.3,Secondary,Apartment building,Brick,2017.0,Central city heating,Kitchenette,5.859567901234568,4.0,Czyżyny,5.2,3,Yes,Yes,No_data,No_data,No_data,Yes,0.05235602094240838
1099000,4,79.1,Secondary,Apartment building,"Mixed construction, other",1996.0,Central city heating,Bright kitchen,8.0,2.0,Krowodrza,1.6,3,Yes,No_data,Yes,No_data,No_data,No_data,0.050568900126422255
1386033,4,94.61,Primary,New construction,"Mixed construction, other",2024.0,Heat pump,Other/ no data,5.0,4.0,Zwierzyniec,5.4,0,Yes,No_data,No_data,No_data,No_data,No_data,0.042278828876440126
508225,2,35.05,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,2,Yes,Yes,No_data,No_data,No_data,No_data,0.05706134094151213
733600,2,52.4,Secondary,Apartment building,Brick,2000.0,Central city heating,Separate kitchen,7.0,4.0,Dębniki,4.5,3,No_data,No_data,No_data,No_data,No_data,No_data,0.03816793893129771
455000,1,23.32,Secondary,Apartment building,Brick,1970.0,Central city heating,Bright kitchen,1.0,4.0,Krowodrza,1.6,3,Yes,No_data,Yes,Yes,No_data,No_data,0.04288164665523156
505260,2,36.09,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,1,Yes,Yes,No_data,No_data,No_data,No_data,0.055417013022998056
824500,3,43.7,Secondary,Apartment building,Brick,2002.136017628205,Other/ no data,Kitchenette,8.0,4.0,Prądnik Czerwony,2.7,3,Yes,No_data,Yes,No_data,No_data,No_data,0.06864988558352403
886530,2,50.95,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,6,Yes,Yes,Yes,Yes,No_data,No_data,0.03925417075564278
546000,2,28.78,Secondary,Tenement,"Mixed construction, other",1887.0,Electric heating,Kitchenette,3.0,4.0,Stare Miasto,0.4,0,No_data,No_data,No_data,No_data,No_data,No_data,0.06949270326615706
906000,1,38.0,Secondary,Apartment building,No data,2015.0,Central heating,Kitchenette,7.0,4.0,Podgórze,3.6,1,Yes,No_data,No_data,Yes,No_data,No_data,0.02631578947368421
875000,2,39.67,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.05041593143433325
838075,2,47.89,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,7,Yes,Yes,No_data,Yes,No_data,No_data,0.04176237210273544
1249000,3,56.97,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.0526592943654555
1420536,4,90.48,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.044208664898320066
649000,1,37.02,Secondary,Apartment building,"Mixed construction, other",2008.0,Central city heating,Other/ no data,8.0,4.0,Bronowice,5.5,6,Yes,Yes,No_data,No_data,No_data,No_data,0.02701242571582928
599000,2,38.39,Secondary,Apartment building,"Concrete, reinforced concrete",1975.0,Central city heating,Separate kitchen,5.859567901234568,4.0,Mistrzejowice,5.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.05209690023443605
1262000,2,38.24,Secondary,Tenement,Brick,2002.136017628205,Gas heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,2,Yes,No_data,No_data,Yes,No_data,No_data,0.05230125523012552
599000,2,40.16,Secondary,Apartment building,Brick,2007.0,Central city heating,Dark/ semi-open kitchen,3.0,4.0,Bieżanów-Prokocim,7.5,1,Yes,No_data,Yes,No_data,No_data,No_data,0.04980079681274901
1198538,4,76.34,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,6,Yes,Yes,No_data,No_data,No_data,No_data,0.05239717055279015
656395,1,30.53,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Grzegórzki,1.15,0,Yes,Yes,No_data,No_data,No_data,No_data,0.03275466754012447
975000,2,39.87,Secondary,Apartment building,"Mixed construction, other",2017.0,Central city heating,Kitchenette,9.0,3.7804203539823007,Grzegórzki,1.15,0,No_data,Yes,No_data,No_data,No_data,Yes,0.050163029847002764
1350530,4,93.14,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.04294610264118531
1050000,2,40.5,Secondary,New construction,No data,2019.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Grzegórzki,1.15,3,Yes,Yes,No_data,No_data,No_data,Yes,0.04938271604938271
621333,2,41.0,Primary,Apartment building,No data,2026.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.04878048780487805
519000,2,37.59,Secondary,Apartment building,"Concrete, reinforced concrete",1976.0,Central city heating,Separate kitchen,3.0,3.7804203539823007,Mistrzejowice,5.6,4,Yes,No_data,Yes,No_data,No_data,No_data,0.05320563979781857
576000,2,28.78,Secondary,Tenement,Brick,1896.0,Own/ local central heating,Kitchenette,8.0,4.0,Stare Miasto,0.4,0,Yes,No_data,No_data,Yes,No_data,No_data,0.06949270326615706
