price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
1 047 000,"Bronowice, ",Sosnowiecka,4 pokoje,"73,80",parter/2,1,,,Pierwotny,,Apartamentowiec,YTong,2025,Co Miejskie,,,,Tak,,,,,,['plac zabaw'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-sosnowiecka/ob/41270781
815 000,"Kraków, ","Czyżyny, ",3 pokoje,66,piętro 2/10,,,Tak,Wtórny,,Wieżowiec,Płyta po termomodernizacji,1980,C.O. miejskie,Jasna z oknem,Tak,,,,,PCV,Wysoki standard,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,"['winda', 'balkon', 'dwustronne', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-dywizjonu-303/ob/40808213
829 000,"Kraków-Krowodrza, ",Belwederczyków,2 pokoje,"51,87",piętro 5/5,,1,,Wtórny,Na wyłączność,NISKI BLOK,SILIKAT,2011,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-belwederczykow/ob/41136775
899 000,"Podgórze, ","Stare Podgórze, ",2 pokoje,"51,85",piętro 1/4,,1,Tak,Wtórny,Na wyłączność,Blok,Cegła,1960,Miejskie,Widna,Tak,,,,,,Do odświeżenia,Własność,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-krasickiego-ignacego/ob/40287149
820 000,"Kraków-Podgórze, ","Bieżanów, ",2 pokoje,"48,24",piętro 1/5,,,,Wtórny,Na wyłączność,Blok Mieszkalny,,2016,,,,,,,,,,,"['komórka lokatorska', 'balkon', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-ludwika-rydygiera/ob/38851351
,"Prądnik Biały, ",ul. Pękowicka,2 pokoje,"40,73",piętro 1/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'antresola', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274893
364 000,"Kraków, ","Środmieście, ",1 pokój,21,parter/3,,1,Tak,Wtórny,,Budynek wielorodzinny,Cegła + styropian,,Elektryczne,Wnęka w przedpokoju,,,Tak,,,PCV,Dobry,Własność,['kuchnia otwarta'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-langiewicza/ob/40048955
299 000,"Łagiewniki, ",Zakopianska,1 pokój,37,piętro 3/3,,1,,Wtórny,,Blok,Cegła,1930,Własne elektryczne,Oddzielna,,,,,,,Do remontu,,"['do remontu', 'kuchnia osobna', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-zakopianska/ob/39932947
Zarezerwow,"Podgórze, ",ul. Rydlówka 5,2 pokoje,"50,48",piętro 2,,,,Pierwotny,,,,2025,,Aneks,Tak,"5,68 m²",,,,,,,"['balkon', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003321
2 970 000,"Kazimierz, ",św. Katarzyny,3 pokoje,"87,46",piętro 2/3,,1,,Wtórny,,KAMIENICA,CEGŁA,1590,C.O. GAZOWE,ANEKS KUCHENNY,,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['kamienica', 'dwustronne', 'klimatyzacja', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-sw-katarzyny/ob/38811247
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"46,96",piętro 5/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025585
799 000,"Czyżyny, ",ul. Sołtysowska 26,3 pokoje,"59,03",parter/1,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'antresola', 'klimatyzacja', 'miejsce parkingowe', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-soltysowska-26/ob/39978157
549 000,"Bieżanów-Prokocim, ","Prokocim, ",2 pokoje,"47,40",piętro 3/4,,,Tak,Wtórny,,Blok,,1983,Miejskie,Jasna,Tak,,,,,PCV,Do zamieszkania,Własność,"['balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-jana-kurczaba/ob/41248509
915 000,"Kraków-Krowodrza, ","Krowodrza, ",2 pokoje,"54,67",piętro 5/7,,,,Wtórny,Na wyłączność,Apartamentowiec,,2009,,,Tak,,,,,,,,"['recepcja', 'winda', 'balkon', 'klimatyzacja', 'kuchnia osobna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-poznanska/ob/40643525
,"Podgórze, ",ul. Łagiewnicka,3 pokoje,"73,62",piętro 6/6,,,,Pierwotny,,,,2026,,,,,,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275429
2 485 800,"Kraków, ","Stare Miasto, ",3 pokoje,"82,86",piętro 4/5,2,1,Tak,Wtórny,,Kamienica,żelbeton,,C.O. Z SIECI MIEJSKIEJ,Aneks kuchenny - połączony z jadalnią,Tak,"16,92 m²",Tak,,,DREWNIANE NOWY TYP,Do wprowadzenia,Własność,"['kamienica', 'recepcja', 'winda', 'antresola', 'balkon', 'dwupoziomowe', 'inteligentny dom', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-augustianska/ob/40707013
579 000,Kraków-Nowa Huta,,3 pokoje,51,parter/1,,1,,Pierwotny,,SEGMENT,,2025,C.O. GAZOWE,ANEKS KUCHENNY,,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['kuchnia otwarta', 'miejsce parkingowe', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/40865185
Zarezerwow,"Stare Miasto (historyczne), ","Stare Miasto, ",4 pokoje,"81,50",piętro 7,,,,Pierwotny,,,,2023,,Aneks,Tak,"4,41 m²",,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250821
750 000,"Kraków, ","Dębniki, ",2 pokoje,"47,85",parter/4,,,,Wtórny,,Blok,Tradycyjna,2009,Miejskie,,Tak,"5,60 m²",,,,PCV,Do adaptacji,Własność,"['komórka lokatorska', 'winda', 'balkon']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-norymberska/ob/37776245
,"Prądnik Biały, ",ul. Glogera 63,4 pokoje,"66,42",piętro 3/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-glogera-63/ob/40702949
1 595 000,Przemysłowa 13,,3 pokoje,"72,50",piętro 1/7,,,Tak,Wtórny,Na wyłączność,Apartamentowiec,Beton,2011,Miejskie,Aneks,Tak,,,,,,Bardzo dobry,Własność,"['recepcja', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-przemyslowa/ob/41180287
1 129 000,"Kraków, ","Stare Miasto, ",3 pokoje,"70,49",piętro 3/4,,1,Tak,Wtórny,,Kamienica,Cegła,,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,"PCV, DREWNIANE STARY TYP",Do remontu,Odrębna własność lokalu,"['kamienica', 'winda', 'balkon', 'do remontu', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-wygoda/ob/39234003
737 000,"Podgórze Duchackie, ","Wola Duchacka Zachód, ",3 pokoje,62,piętro 3/4,1,1,Nie,Wtórny,Na wyłączność,Blok,Wielka płyta,1980,Miejskie,Osobna,Nie,,Nie,Tak,,,Do remontu,Własność,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-jana-sas-zubrzyckiego/ob/40238977
,"Prądnik Biały, ","Banacha, ",3 pokoje,"47,85",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"6,63 m²",,,,,,,"['stacja ładowania', 'balkon', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zauchy-6/ob/39164421
710 000,Kazimierz,,1 pokój,"36,75",piętro 1/3,,,,Wtórny,,,Cegła,,,W aneksie,,,,,,,,,"['kamienica', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow/ob/40935823
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"50,01",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025367
,"Prądnik Biały, ",ul. Glogera 63,3 pokoje,"48,46",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-glogera-63/ob/40702895
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"42,60",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['winda', 'balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025701
549 000,"Kraków-Krowodrza, ","Krowodrza, ",3 pokoje,"44,50",piętro 1/1,1,,,Wtórny,Na wyłączność,,,,,,,,,,,,,,"['antresola', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-skladowa/ob/38520929
890 000,"Krowodrza, ","Łobzów, ",2 pokoje,52,piętro 1/4,,,,Wtórny,,,,,,,,,,,,,,,"['winda', 'balkon', 'kuchnia otwarta', 'ogrzewana podłoga']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-im-wladyslawa-lokietka/ob/40949489
524 000,"Nowa Huta, ",Os. Kazimierzowskie,3 pokoje,"43,73",piętro 3/4,,,Tak,Wtórny,Na wyłączność,Blok,Zróżnicowany,1972,Miejskie,Osobna,Tak,1 m²,,,,,Do remontu,Własność,"['balkon', 'dwustronne', 'kuchnia osobna', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-os-kazimierzowskie/ob/37519451
740 000,"Kurdwanów, ",Marii i Bolesława Wysłouchów,3 pokoje,"51,60",parter/4,,,,Wtórny,,NISKI BLOK,CEGŁA,2001,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,DO REMONTU,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-marii-i-boleslawa-wyslouchow/ob/40836231
825 000,"Podgórze, ","Płaszów, ",2 pokoje,"46,57",piętro 4/4,,,Tak,Wtórny,,Blok,Zróżnicowany,2017,Miejskie,Aneks,,,Tak,,,,Bardzo dobry,Własność,"['klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-bagrowa/ob/40078069
1 344 875,"Grzegórzki, ",Grzegórzecka,3 pokoje,"50,75",piętro 1/5,,,,Wtórny,,APARTAMENTOWIEC,INNY,2021,C.O. Z SIECI MIEJSKIEJ,,,,,,,,BARDZO WYSOKI STANDARD,,"['winda', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-grzegorzecka/ob/40454947
680 000,Marii i Bolesława Wysłouchów,,3 pokoje,61,piętro 2/4,1,1,Tak,Wtórny,Na wyłączność,Blok,,1985,Miejskie,Osobna,Tak,,,,,,Do remontu,Spółdzielcze-własnościowe,"['balkon', 'dwustronne', 'piwnica', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-marii-i-boleslawa-wyslouchow/ob/39900795
917 670,"Przewóz, ","Płaszów, ",4 pokoje,"70,59",piętro 1/4,,2,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-przewoz-4/ob/38375531
1 700 000,"Kraków, ",Długa,3 pokoje,"106,13",piętro 4/5,1,,,Wtórny,,Kamienica,Cegła,1938,Co Miejskie,,Tak,,,,,,,,"['kamienica', 'winda', 'balkon', 'dwustronne', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-dluga/ob/40238751
753 760,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"40,10",piętro 1/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138083
,"Podgórze, ",ul. Rydlówka 5,1 pokój,"33,22",parter,,,,Pierwotny,,,,2025,,Aneks,,,,,"19,06 m²",,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003401
,"Podgórze, ",ul. Rydlówka 5,2 pokoje,"44,83",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"4,08 m²",,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003499
830 000,Lasówka,,3 pokoje,"62,80",piętro 4/7,,1,Tak,Pierwotny,Na wyłączność,,,2024,Miejskie,Aneks,Tak,,,,,,Deweloperski,Własność,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lasowka/ob/40947725
555 000,"Nowa Huta, ","Czyżyny, ",2 pokoje,"36,74",piętro 1/10,,,Tak,Wtórny,Na wyłączność,Blok,Zróżnicowany,1970,Miejskie,Otwarta,,,,,,,Bardzo dobry,Własność,['miejsce parkingowe'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-os-albertynskie/ob/40505173
876 000,"Bronowice, ",Ojcowska,3 pokoje,80,piętro 1/1,,,,Wtórny,,Dom,,1975,,,Tak,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-ojcowska/ob/38039993
1 115 000,"Ruczaj, ","Kraków, ",3 pokoje,"74,60",piętro 1/5,,,,Wtórny,,Blok,,2006,,Osobna,Tak,,Tak,,,,Dobry,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-raciborska/ob/41178747
536 000,"Podgórze, ","Ruczaj, ",2 pokoje,37,piętro 1/2,,,Tak,Wtórny,,Kamienica,Cegła,1960,Gazowe,Aneks,,,,,20 m²,,Dobry,Hipoteczne,"['kamienica', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-kobierzynska/ob/38542087
848 064,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,"50,48",piętro 3/3,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204801
960 000,"Krowodrza, ",Wrocławska,3 pokoje,57,piętro 3/10,,,,Wtórny,,Apartamentowiec,,2019,Miejskie,,Tak,,,,,Nowe PCV,Do wprowadzenia,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-wroclawska/oi/41334769
840 000,"Kraków, ","Podgórze, Podgórze, ",3 pokoje,"57,16",parter/4,,,,Pierwotny,,Inny,"Beton, cegła",2023,Miejskie,,,,,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'dwustronne', 'miejsce parkingowe', 'ogródek', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-kobierzynska/ob/41138035
,"Prądnik Biały, ",ul. Pękowicka,3 pokoje,"48,39",piętro 1/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274957
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"49,51",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025363
,"Prądnik Biały, ","Banacha, ",2 pokoje,"48,77",piętro 2,,,,Pierwotny,,,,2025,,Aneks,,,,,,,,,"['stacja ładowania', 'balkon', 'kuchnia otwarta', 'ogródek', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zauchy-6/ob/39164341
644 000,"Kraków-Krowodrza, ","Krowodrza, ",2 pokoje,"42,91",piętro 4/4,,,,Wtórny,Na wyłączność,Blok Mieszkalny,Rama H,1966,Co Miejskie,,,,,,,,,,['kuchnia osobna'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-mazowiecka/ob/40704093
1 090 000,Grzegórzki,,4 pokoje,71,piętro 3/8,,1,,Wtórny,,BLOK,MIESZANY,1982,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,DO REMONTU,,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki/ob/41294271
657 685,Podgórze,,3 pokoje,"57,19",piętro 3/5,,,,Pierwotny,,,,2027,,,Tak,"3,35 m²",,,,,,,"['komórka lokatorska', 'rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40781831
690 000,"Kraków, ","Podgórze, ",1 pokój,"29,06",piętro 1/5,,1,Tak,Wtórny,,Apartamentowiec,Mieszana,2015,C.O. miejskie,Oddzielna,,,,,,PCV,Bardzo dobry,Własność,"['winda', 'kuchnia osobna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-solna/ob/40037003
595 000,"Kraków, ","Nowa Huta, ",1 pokój,29,piętro 2/5,,1,Tak,Wtórny,,Blok,Płyta,2000,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Do wprowadzenia,Odrębna własność lokalu,"['winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-tomickiego/ob/40336775
814 500,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",4 pokoje,"65,16",piętro 1/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"8,85 m²",Tak,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688227
1 295 960,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"72,40",piętro 5,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,96 m²",,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290101
567 246,"Kraków, ","Bronowice, Bronowice, ",1 pokój,"26,64",piętro 3/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138093
650 000,"Kraków, ","Prądnik Biały, ",2 pokoje,38,piętro 4/4,,1,Tak,Wtórny,,Blok,-,1976,C.O. miejskie,Aneks kuchenny,Tak,,,,,PCV,Bardzo dobry,,"['balkon', 'kuchnia osobna', 'piwnica', 'widna kuchnia', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-nad-sudolem/ob/41268361
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"42,77",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025583
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"34,21",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025775
754 000,"Podgórze Duchackie, ",ul. Lirników 7,2 pokoje,"44,85",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-lirnikow-7/ob/39517831
600 000,"Podgórze Duchackie, ","Piaski, ",2 pokoje,42,piętro 3/11,,1,Tak,Wtórny,,Blok,Ceramika,2022,Miejskie,Otwarta,Tak,,,,,PCV,Idealny,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-szpakowa/ob/39764143
498 000,"Bieżanów-Prokocim, ",Jana Kurczaba,2 pokoje,"30,70",piętro 3/11,,1,,Wtórny,,WIEŻOWIEC,,1976,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,,WŁASNOŚĆ,"['komórka lokatorska', 'kuchnia otwarta', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-jana-kurczaba/ob/40543997
840 000,"Prokocim, ",Ludwika Rydygiera,3 pokoje,49,parter/5,,1,,Wtórny,,APARTAMENTOWIEC,CEGŁA,2016,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-ludwika-rydygiera/ob/39544715
,"Podgórze, ",ul. Łagiewnicka,1 pokój,"40,61",piętro 6/6,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275543
840 000,"Kazimierz, ",Przemyska,2 pokoje,"44,42",piętro 3/4,,1,,Wtórny,,KAMIENICA,CEGŁA,1920,"C.O. ELEKTRYCZNE,C.O. WŁASNE",ODDZIELNA,,,,,,,DOBRY,WŁASNOŚĆ,"['kamienica', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-przemyska/ob/40727735
,"Podgórze, ",ul. Łagiewnicka,3 pokoje,"62,46",piętro 6/6,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275627
928 000,"Kliny, ",bpa Albina Małysiaka,3 pokoje,"69,16",piętro 3/4,,1,,Wtórny,,APARTAMENTOWIEC,,2020,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['komórka lokatorska', 'winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-swoszowice-bpa-albina-malysiaka/ob/40831723
695 000,"Kraków, ","Grzegórzki, Dąbie, ",2 pokoje,"48,50",piętro 4/4,,,Tak,Wtórny,Na wyłączność,Blok,Mieszana,1980,C.O. miejskie,Jasna z oknem,Tak,,,,,PCV,Bardzo dobry,Własność,"['winda', 'balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'wanna', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-switezianki/ob/40730049
,"Stare Miasto (historyczne), ","Stare Miasto, ",2 pokoje,"42,91",piętro 7,,,,Pierwotny,,,,2023,,Aneks,,,,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250813
809 600,"Grzegórzki, ",Mogilska,2 pokoje,"36,80",piętro 2/5,,1,,Wtórny,,APARTAMENTOWIEC,,2024,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-mogilska/ob/40895765
750 000,"Kraków-Krowodrza, ","Górka Narodowa, ",3 pokoje,57,piętro 2/5,,,,Pierwotny,Na wyłączność,,,2025,,,,,,,,,,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-macieja-slomczynskiego/ob/40658225
