price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
1 315 000,Przewóz,,6 pokoi,"142,98",parter/3,,2,,Pierwotny,,NISKI WIELORODZINNY,BETON,2025,C.O. GAZOWE,OTWARTA,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['dwupoziomowe', 'ogrzewana podłoga']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40864235
1 930 000,"Stare Miasto, ","Kazimierz, ",3 pokoje,81,piętro 4/4,1,1,Tak,Wtórny,Na wyłączność,Kamienica,Cegła,1881,Gazowe,Aneks,Nie,,Tak,,,,Wysoki standard,Własność,"['kamienica', 'winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-jozefa-dietla/ob/39022965
686 309,"Kraków, ","Łagiewniki, Łagiewniki, ",1 pokój,"40,61",piętro 5/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,,,,,,PCV,Bardzo dobry,Umowa z Deweloperem,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559747
999 000,"Kraków-Podgórze, ",Rydlówka,3 pokoje,"52,79",piętro 2/5,,1,,Wtórny,,NISKI BLOK,PUSTAK,2025,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka/ob/40548485
982 119,"Kraków, ",Prądnik Biały,4 pokoje,"73,02",piętro 1/4,,1,Tak,Pierwotny,,Blok,Mieszana,2026,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"8,88 m²",,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy/ob/40684423
540 000,"Kraków-Podgórze, ","Podgórze Duchackie, ",1 pokój,38,piętro 2/4,,,,Wtórny,,Blok Mieszkalny,Cegła,2000,Co Miejskie,,Tak,,,,,,,,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-kordiana/ob/41026847
972 918,"Bieżanów-Prokocim, ",Wielicka,4 pokoje,"70,50",piętro 5/7,1,2,Tak,Pierwotny,,Blok Mieszkalny,Pustak,2024,Co Miejskie,Aneks,Tak,"4,50 m²",Nie,,,,Wysoki standard,Własność,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-wielicka/ob/41269375
843 000,"Grzegórzki, ","Os. Oficerskie, ",3 pokoje,64,piętro 4/4,,,,Wtórny,,NISKI BLOK,,1980,C.O. Z SIECI MIEJSKIEJ,,,,,,,,DO REMONTU,WŁASNOŚĆ,"['winda', 'balkon', 'ogrzewana podłoga', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-moniuszki/ob/41290913
650 000,"Śródmieście, ","Ugorek, ",3 pokoje,48,piętro 10/11,,1,Tak,Wtórny,,Blok,Płyta,1975,C.O. miejskie,Jasna z oknem,Tak,4 m²,,,,PCV,Do remontu,,"['winda', 'balkon', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-ugorek/ob/40569981
1 099 000,"Kraków, ","Grzegórzki, ",3 pokoje,"63,30",piętro 3/5,,1,Nie,Wtórny,,Blok,Mieszana,1994,C.O. miejskie,Jasna z oknem,Tak,,,,,PCV,Dobry,Odrębna własność lokalu,"['komórka lokatorska', 'balkon', 'dwustronne', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'widna kuchnia', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-aleja-pokoju/ob/39602489
685 000,"Kraków-Podgórze, ","Płaszów, ",2 pokoje,36,parter/7,1,,,Wtórny,,Apartamentowiec,Konstrukcja żelbetowa,2025,Co Miejskie,,Tak,,,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lasowka/ob/41313629
575 000,Kraków-Nowa Huta,,3 pokoje,"48,20",piętro 1/4,,1,,Wtórny,Na wyłączność,BLOK,,1970,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,DO REMONTU KAPIT.,WŁASNOŚĆ,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/41161037
590 000,"Kraków-Śródmieście, ","Kraków, ",1 pokój,"39,77",parter/8,,,,Wtórny,Na wyłączność,,,1965,,,Tak,,,,,,,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-plk-francesco-nullo/ob/41314679
1 850 000,"Kraków-Krowodrza, ","Bronowice Małe, ",3 pokoje,84,piętro 5/5,,1,Tak,Wtórny,,Apartamentowiec,Zróżnicowany,2006,Miejskie,Otwarta,Tak,,,,,PCV,Bardzo dobry,Własność,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-bronowicka/ob/40767173
1 194 600,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"72,40",piętro 2/2,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,53 m²",Tak,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290159
521 850,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"34,79",piętro 3/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,37 m²",,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688161
,"Podgórze, ",ul. Łagiewnicka,2 pokoje,"45,82",piętro 1/6,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275489
,"Podgórze, ",ul. Łagiewnicka,2 pokoje,"42,20",piętro 3/6,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275643
2 100 000,"Kraków, ","Grzegórzki, Osiedle Oficerskie, ",4 pokoje,"146,73",parter/2,2,2,Nie,Wtórny,,Bliźniak,Cegła,1974,Piec dwufunkcyjny,Oddzielna i widna,Tak,,,,,PCV,Częściowo po remoncie,Własność,"['balkon', 'dwupoziomowe', 'dwustronne', 'kuchnia osobna', 'ogródek', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-moniuszki/ob/40832033
1 084 619,"Kraków, ","Bronowice, Bronowice, ",3 pokoje,"58,53",piętro 2/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138061
1 344 875,"Grzegórzki, ",Grzegórzecka,3 pokoje,"50,75",piętro 1/6,,1,,Wtórny,,APARTAMENTOWIEC,MIESZANY,2022,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-grzegorzecka/ob/40214699
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"35,51",piętro 4/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025825
569 000,Kraków-Nowa Huta,,2 pokoje,"44,20",piętro 2/4,,1,,Wtórny,,NISKI BLOK,CEGŁA,1970,C.O. Z SIECI MIEJSKIEJ,Z OKNEM,,,,,,,WYSOKI STANDARD,SPÓŁDZIELCZE WŁASNOŚCIOWE,"['winda', 'kuchnia osobna', 'wanna', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/40286223
,"Prądnik Biały, ",ul. Pękowicka,2 pokoje,"41,61",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'winda', 'antresola', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274909
982 545,"Prądnik Biały, ",ul. Grażyny 4A,3 pokoje,"63,39",piętro 4,,,,Pierwotny,,,,2026,,Zamknięta,,,,,,,,,"['balkon', 'kuchnia osobna', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-grazyny-4a/ob/37776679
642 254,"Prądnik Biały, ",ul. Grażyny 4A,2 pokoje,"38,69",piętro 2,,,,Pierwotny,,,,2026,,Zamknięta,,,,,,,,,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-grazyny-4a/ob/37776569
1 216 983,"Kraków, ","Podgórze, ",3 pokoje,"55,57",piętro 2/4,,,,Wtórny,,Apartamentowiec,,2023,C.O. miejskie,,Tak,"7,50 m²",,,,,Idealny,,"['rowerownia / wózkownia', 'balkon', 'dwustronne', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-romana-kielkowskiego/ob/39021529
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"33,08",piętro 5/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025807
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"43,05",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025595
1 599 000,"Krowodrza, ",Rogalskiego,3 pokoje,69,parter/3,,1,,Wtórny,,Apartamentowiec,Cegła,2021,Własne dla budynku,Aneks kuchenny – połączony z jadalnią,,,,,,,Wysoki standard,,"['inteligentny dom', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-rogalskiego/ob/40644187
1 194 620,"Kliny, ",bpa Albina Małysiaka,4 pokoje,"85,33",piętro 2/4,,2,,Wtórny,Na wyłączność,APARTAMENTOWIEC,CEGŁA,2021,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'balkon', 'dwustronne', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-swoszowice-bpa-albina-malysiaka/ob/40241923
749 000,"Kraków-Śródmieście, ",Rakowicka,1 pokój,"33,08",parter/5,,1,,Wtórny,Na wyłączność,APARTAMENTOWIEC,MIESZANY,2020,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['kuchnia otwarta', 'taras', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-rakowicka/ob/41159391
768 820,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"38,10",piętro 2/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138051
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"54,71",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025459
415 000,"Kozłówek, ",Okólna,1 pokój,"26,71",piętro 2/4,,1,,Wtórny,Na wyłączność,NISKI BLOK,MIESZANY,1969,C.O. Z SIECI MIEJSKIEJ,BEZ OKNA,,,,,,,DOBRY,WŁASNOŚĆ,"['kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-okolna/ob/41358445
699 000,"Podgórze, ","Wola Duchacka, ",2 pokoje,51,piętro 4/4,,,Nie,Wtórny,,Blok,Cegła,2006,C.O. miejskie,Jasna z oknem,,,,,,PCV,Bardzo dobry,Odrębna własność lokalu,"['komórka lokatorska', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-malborska/ob/41099233
1 140 234,"Kraków, ","Łagiewniki, Łagiewniki, ",3 pokoje,"64,42",piętro 6/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"7,74 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559621
,"Prądnik Biały, ",ul. Glogera 63,4 pokoje,"66,42",piętro 1/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-glogera-63/ob/40702929
1 099 000,"Krowodrza, ",Władysława Łokietka,2 pokoje,"53,50",piętro 1/4,,1,,Wtórny,Na wyłączność,Blok,,1960,Centralne,Aneks kuchenny,Tak,,,,,,Do zamieszkania,Własność,"['komórka lokatorska', 'balkon', 'dwustronne', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-wladyslawa-lokietka/ob/41195249
700 000,"Bieżanów-Prokocim, ",Jana Kurczaba,3 pokoje,"55,50",piętro 3/4,,1,,Wtórny,Na wyłączność,NISKI BLOK,MIESZANY,1993,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,DOBRY,WŁASNOŚĆ,"['balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-jana-kurczaba/ob/41336091
2 700 000,"Kraków, ","Stare Miasto, ",4 pokoje,"87,46",piętro 2/3,,1,Tak,Wtórny,,Kamienica,-,1900,Piec dwufunkcyjny,Aneks kuchenny,,,,,,PCV,Wysoki standard,,"['kamienica', 'dwustronne', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-sw-katarzyny/ob/41098669
965 000,"Kraków-Krowodrza, ","Prądnik Biały, ",4 pokoje,"73,40",parter/4,,,,Pierwotny,,Apartamentowiec,Cegła,2027,Co Miejskie,,,,,,,,,,"['kuchnia otwarta', 'ogródek', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-wladyslawa-lokietka/ob/41026213
,"Krowodrza, ",ul. Żabiniec 56,1 pokój,"40,77",piętro 1/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['rowerownia / wózkownia', 'balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133309
529 000,"Bieżanów-Prokocim, ",Lilli Wenedy,1 pokój,"32,10",piętro 9/10,,1,,Wtórny,Na wyłączność,WIEŻOWIEC,,1986,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,,SPÓŁDZIELCZE WŁASNOŚCIOWE,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-lilli-wenedy/ob/41158059
690 000,"Swoszowice, ",Mirosława Krzyżańskiego,4 pokoje,"68,23",parter/2,,2,,Pierwotny,,SEGMENT,CEGŁA,2024,C.O. GAZOWE,ANEKS KUCHENNY,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'poddasze']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-swoszowice-miroslawa-krzyzanskiego/ob/38377293
880 000,Mistrzejowice,,3 pokoje,"57,04",piętro 10/10,,1,Tak,Wtórny,,Blok,Ceramiczny Porotherm,2008,Miejskie,Aneks,Tak,,,,,PCV,Do zamieszkania,Własność,"['winda', 'balkon', 'kuchnia otwarta', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice/ob/41087607
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"54,83",piętro 1/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025377
1 206 900,"Kraków-Podgórze, ","Podgórze Duchackie, ",3 pokoje,75,piętro 3/7,,,,Pierwotny,,Blok Mieszkalny,YTong,2025,Co Miejskie,,Tak,,Tak,,,,,,"['balkon', 'kuchnia otwarta', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-maurycego-mochnackiego/ob/40979547
529 000,"Kraków, ","Nowa Huta, ",2 pokoje,47,piętro 3/3,,,Tak,Wtórny,,Blok,-,1960,C.O. miejskie,Oddzielna,,,,,,PCV,Dobry,,"['kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-zgody/ob/41357055
650 000,Łobzów,,2 pokoje,36,piętro 3/5,,1,,Wtórny,,BLOK,,2019,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,,WŁASNOŚĆ,"['winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza/ob/39623049
490 000,"Podgórze, ","Płaszów, ",1 pokój,26,piętro 4/4,,,,Wtórny,Na wyłączność,Apartamentowiec,,2025,Miejskie,,,,Tak,,,,,Własność,"['winda', 'balkon', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-saska/ob/40339591
599 000,"Kraków, ","Grzegórzki, ",1 pokój,33,piętro 3/3,,1,Tak,Wtórny,,Kamienica,Cegła,1950,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,PCV,Do odświeżenia,Własność,"['kamienica', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki/ob/38725739
909 000,"Prądnik Biały, ",Henryka Pachońskiego,3 pokoje,63,piętro 1/3,,,,Wtórny,,Apartamentowiec,Pustak,2018,,Połączona z salonem,,,Nie,,,Nowe plastikowe,Wysoki standard,Własność,"['komórka lokatorska', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-henryka-pachonskiego/ob/40824483
790 000,"Prądnik Biały, ",Zielińska,2 pokoje,"50,13",piętro 3/8,,1,,Wtórny,Na wyłączność,WIEŻOWIEC,MIESZANY,2012,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zielinska/ob/40831743
899 035,"Kraków, ","Ruczaj, ",3 pokoje,"64,73",piętro 1,,,,Pierwotny,,,,2025,,,Tak,"9,45 m²",,,,,,,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-kobierzynska-145/ob/40592059
799 999,"Kraków-Podgórze, ","Podgórze, ",2 pokoje,"50,07",piętro 5/5,,,,Wtórny,,,,2014,,,,,Tak,,,,,,"['winda', 'kuchnia otwarta', 'parking podziemny', 'miejsce parkingowe', 'balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-koszykarska/ob/40502083
,"Krowodrza, ",ul. Żabiniec 56,1 pokój,"31,95",parter/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133385
,"Krowodrza, ",ul. Żabiniec 56,2 pokoje,"48,34",piętro 3/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133331
794 990,"Mistrzejowice, ",Oś. Piastów,4 pokoje,56,piętro 3/4,,,,Wtórny,,Blok,,1974,,,Tak,,,,,,,,"['balkon', 'kuchnia osobna', 'piwnica', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-os-piastow/ob/38507995
810 180,"Prądnik Biały, ",ul. Kuźnicy Kołłątajowskiej 42,3 pokoje,"57,87",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'winda', 'balkon']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-kuznicy-kollatajowskiej-42/ob/41025869
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"38,38",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025671
820 000,"Kraków, ","Mistrzejowice, ",3 pokoje,64,piętro 7/10,,1,,Wtórny,,Blok,-,1990,C.O. miejskie,Oddzielna,Tak,,,,,PCV,Do odświeżenia,,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-oswiecenia/ob/40975843
545 600,"Kraków-Podgórze, ","Podgórze, ",1 pokój,"34,10",piętro 2/5,,,,Wtórny,Na wyłączność,,,2012,,,Tak,,,,,,,,"['balkon', 'kuchnia osobna', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-mysliwska/ob/40768511
669 000,"Wzgórza Krzesławickie, ",os. Na Wzgórzach,3 pokoje,47,piętro 1/3,,1,,Wtórny,,NISKI BLOK,CEGŁA,1960,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-na-wzgorzach/ob/40973625
797 202,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,"47,88",piętro 4,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204795
699 000,"Grzegórzki, ",Aleja Pokoju,3 pokoje,"50,70",piętro 3/11,,1,,Wtórny,,WIEŻOWIEC,MIESZANY,1970,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['balkon', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-aleja-pokoju/ob/40727845
,"Prądnik Biały, ",ul. Pękowicka,2 pokoje,"47,97",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'antresola', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274805
875 420,"Kraków, ","Środmieście, ",2 pokoje,"33,80",piętro 2/5,,1,Tak,Wtórny,,Apartamentowiec,Beton,2020,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"2,92 m²",,,,"PCV 3 szyby, ciepły montaż",Do wprowadzenia,Własność,"['recepcja', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-olszanska/ob/38811461
,"Stare Miasto (historyczne), ","Stare Miasto, ",2 pokoje,"37,30",piętro 1,,,,Pierwotny,,,,2023,,Aneks,Tak,"4,41 m²",,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250613
